delomrade,lan,latitud,longitud,groda,sort,jordart,skordear,graderingsdatum,graderingstyp,utvecklingsstadium,Bladfläcksvampar,Gulrost,Svartpricksjuka,Sädesbladlus,DAY,WGS84N,WGS84E,TM_7d_avg,TX_7d_avg,TN_7d_avg,UM_7d_avg,UX_7d_avg,UN_7d_avg,FM2_7d_avg,CLDM_7d_avg,Q0_7d_avg,RR_7d_sum,BT_7d_sum,G0_7d_sum,G3_7d_sum,G5_7d_sum,G7_7d_sum,G8_7d_sum,G10_7d_sum
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-06-13,Veckovis,59,0.0,70.0,0.0,5.68,2016-06-13,69.042,20.262,3.57,8.4,-1.0,76.92,92.5,61.5,1.97,78.25,20.42,4.1,100.0,899.0,396.0,211.0,108.0,80.0,40.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-06-20,Veckovis,65,6.0,0.01,6.0,0.0,2016-06-20,69.042,20.262,4.8,7.75,2.6,95.42,99.75,90.5,2.75,98.5,14.25,21.6,400.0,1034.0,450.0,231.0,112.0,80.0,40.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-06-20,Veckovis,69,0.0,88.0,0.0,0.0,2016-06-20,69.042,20.262,4.8,7.75,2.6,95.42,99.75,90.5,2.75,98.5,14.25,21.6,400.0,1034.0,450.0,231.0,112.0,80.0,40.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-06-27,Veckovis,73,38.0,4.0,38.0,0.1,2016-06-27,69.042,20.262,9.62,15.8,4.6,74.8,93.5,57.0,3.55,76.5,20.85,1.9,0.0,1251.0,579.0,310.0,155.0,109.0,51.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-06-27,Veckovis,75,10.0,90.0,10.0,0.2,2016-06-27,69.042,20.262,9.62,15.8,4.6,74.8,93.5,57.0,3.55,76.5,20.85,1.9,0.0,1251.0,579.0,310.0,155.0,109.0,51.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2016,2016-07-04,Veckovis,77,40.0,4.0,40.0,0.0,2016-07-04,69.042,20.262,12.5,16.98,8.2,77.9,95.5,56.0,5.32,86.5,16.9,3.5,0.0,1604.0,841.0,513.0,298.0,225.0,118.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2016,2016-07-04,Veckovis,83,18.0,90.0,10.0,0.2,2016-07-04,69.042,20.262,12.5,16.98,8.2,77.9,95.5,56.0,5.32,86.5,16.9,3.5,0.0,1604.0,841.0,513.0,298.0,225.0,118.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-04-17,Veckovis,23,28.0,0.0,28.0,0.0,2017-04-17,69.042,20.262,-7.85,-1.4,-13.32,75.22,88.25,58.0,2.37,60.75,12.08,0.1,0.0,56.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-04-17,Veckovis,23,34.0,0.0,34.0,0.0,2017-04-17,69.042,20.262,-7.85,-1.4,-13.32,75.22,88.25,58.0,2.37,60.75,12.08,0.1,0.0,56.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-04-24,Veckovis,23,26.0,0.0,26.0,0.0,2017-04-24,69.042,20.262,-5.55,0.1,-11.28,79.28,90.25,64.0,4.2,70.25,12.75,2.1,0.0,60.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-04-24,Veckovis,30,22.0,0.0,22.0,0.0,2017-04-24,69.042,20.262,-5.55,0.1,-11.28,79.28,90.25,64.0,4.2,70.25,12.75,2.1,0.0,60.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-05-01,Veckovis,30,28.0,0.0,28.0,0.0,2017-05-01,69.042,20.262,-4.0,2.42,-10.68,73.0,92.0,55.75,4.97,56.0,18.32,10.5,0.0,60.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-05-01,Veckovis,31,30.0,0.0,30.0,0.0,2017-05-01,69.042,20.262,-4.0,2.42,-10.68,73.0,92.0,55.75,4.97,56.0,18.32,10.5,0.0,60.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-05-08,Veckovis,31,26.0,0.0,26.0,0.0,2017-05-08,69.042,20.262,-2.97,0.65,-5.43,81.3,90.75,68.75,7.45,84.5,12.8,1.1,0.0,88.0,8.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-05-08,Veckovis,31,30.0,0.0,30.0,0.0,2017-05-08,69.042,20.262,-2.97,0.65,-5.43,81.3,90.75,68.75,7.45,84.5,12.8,1.1,0.0,88.0,8.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-05-15,Veckovis,31,30.0,0.0,30.0,0.0,2017-05-15,69.042,20.262,-2.57,2.75,-7.43,73.77,93.25,56.75,5.02,52.5,22.1,0.5,0.0,89.0,8.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-05-15,Veckovis,31,32.0,0.0,32.0,0.0,2017-05-15,69.042,20.262,-2.57,2.75,-7.43,73.77,93.25,56.75,5.02,52.5,22.1,0.5,0.0,89.0,8.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-05-22,Veckovis,32,16.0,0.0,16.0,0.0,2017-05-22,69.042,20.262,2.9,7.57,-0.88,81.8,92.5,68.75,5.1,88.0,13.42,0.2,0.0,165.0,34.0,8.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-05-22,Veckovis,32,16.0,0.0,16.0,0.0,2017-05-22,69.042,20.262,2.9,7.57,-0.88,81.8,92.5,68.75,5.1,88.0,13.42,0.2,0.0,165.0,34.0,8.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-05-29,Veckovis,39,8.0,0.0,8.0,0.0,2017-05-29,69.042,20.262,-0.2,4.05,-3.4,75.42,89.75,60.25,4.67,78.75,19.25,5.6,0.0,214.0,44.0,8.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-05-29,Veckovis,39,2.0,0.0,2.0,0.0,2017-05-29,69.042,20.262,-0.2,4.05,-3.4,75.42,89.75,60.25,4.67,78.75,19.25,5.6,0.0,214.0,44.0,8.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-06-05,Veckovis,41,10.0,0.0,8.0,0.0,2017-06-05,69.042,20.262,1.6,5.72,-3.28,80.28,93.25,68.75,3.62,71.5,20.5,5.1,0.0,245.0,48.0,9.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-06-05,Veckovis,43,2.0,0.0,2.0,0.0,2017-06-05,69.042,20.262,1.6,5.72,-3.28,80.28,93.25,68.75,3.62,71.5,20.5,5.1,0.0,245.0,48.0,9.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-06-12,Veckovis,51,4.0,0.0,4.0,0.0,2017-06-12,69.042,20.262,8.65,13.72,2.35,71.52,85.0,56.0,3.57,35.75,30.78,0.0,0.0,455.0,174.0,96.0,56.0,41.0,19.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-06-12,Veckovis,55,2.0,0.0,2.0,0.0,2017-06-12,69.042,20.262,8.65,13.72,2.35,71.52,85.0,56.0,3.57,35.75,30.78,0.0,0.0,455.0,174.0,96.0,56.0,41.0,19.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-06-19,Veckovis,65,12.0,0.0,8.0,0.0,2017-06-19,69.042,20.262,5.73,9.35,3.15,88.1,98.5,78.5,2.3,88.75,17.92,3.7,300.0,651.0,283.0,154.0,84.0,60.0,24.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-06-19,Veckovis,61,2.0,0.0,2.0,0.0,2017-06-19,69.042,20.262,5.73,9.35,3.15,88.1,98.5,78.5,2.3,88.75,17.92,3.7,300.0,651.0,283.0,154.0,84.0,60.0,24.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-06-26,Veckovis,71,36.0,0.0,10.0,0.0,2017-06-26,69.042,20.262,5.4,10.28,1.6,89.0,98.0,78.25,3.55,82.75,18.55,9.5,200.0,789.0,341.0,177.0,91.0,63.0,24.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-06-26,Veckovis,71,2.0,0.0,2.0,0.0,2017-06-26,69.042,20.262,5.4,10.28,1.6,89.0,98.0,78.25,3.55,82.75,18.55,9.5,200.0,789.0,341.0,177.0,91.0,63.0,24.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-07-03,Veckovis,73,66.0,0.0,16.0,0.0,2017-07-03,69.042,20.262,8.28,14.23,3.05,78.2,96.25,68.0,3.5,73.75,20.93,10.2,100.0,983.0,448.0,237.0,120.0,81.0,33.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-07-03,Veckovis,77,10.0,0.0,6.0,0.0,2017-07-03,69.042,20.262,8.28,14.23,3.05,78.2,96.25,68.0,3.5,73.75,20.93,10.2,100.0,983.0,448.0,237.0,120.0,81.0,33.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,,2017,2017-07-10,Veckovis,77,90.0,0.0,74.0,0.08,2017-07-10,69.042,20.262,8.03,12.68,2.77,78.2,90.75,64.75,4.57,80.0,17.7,5.5,0.0,1166.0,547.0,294.0,146.0,100.0,39.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Torp,,2017,2017-07-10,Veckovis,77,50.0,10.0,38.0,0.04,2017-07-10,69.042,20.262,8.03,12.68,2.77,78.2,90.75,64.75,4.57,80.0,17.7,5.5,0.0,1166.0,547.0,294.0,146.0,100.0,39.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,Leriga jordar (5-15 % ler),2018,2018-04-23,Veckovis,23,30.0,0.0,30.0,0.0,2018-04-23,69.042,20.262,0.13,2.35,-2.55,92.33,98.0,85.5,4.8,93.5,9.58,1.4,400.0,62.0,12.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,Leriga jordar (5-15 % ler),2018,2018-04-30,Veckovis,23,30.0,0.0,30.0,0.0,2018-04-30,69.042,20.262,-0.45,3.45,-3.85,90.05,96.0,82.5,2.67,97.0,10.15,2.0,400.0,89.0,16.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,Leriga jordar (5-15 % ler),2018,2018-05-07,Veckovis,30,22.0,0.0,22.0,0.0,2018-05-07,69.042,20.262,2.25,5.7,-2.3,84.6,94.0,75.25,6.65,88.5,11.63,5.1,100.0,129.0,23.0,2.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,Leriga jordar (5-15 % ler),2018,2018-05-14,Veckovis,31,16.0,0.0,16.0,0.0,2018-05-14,69.042,20.262,6.48,11.2,2.47,77.68,97.5,61.25,3.55,64.75,19.05,8.5,100.0,278.0,97.0,43.0,19.0,11.0,5.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,Leriga jordar (5-15 % ler),2018,2018-05-21,Veckovis,37,0.0,0.0,0.0,0.0,2018-05-21,69.042,20.262,4.0,7.5,0.27,79.88,93.25,64.25,4.95,87.5,15.65,1.3,0.0,431.0,172.0,86.0,42.0,28.0,12.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,Leriga jordar (5-15 % ler),2018,2018-05-28,Veckovis,41,0.0,0.0,0.0,0.32,2018-05-28,69.042,20.262,5.9,11.32,0.6,66.9,86.25,50.0,5.55,81.25,17.33,0.9,0.0,548.0,224.0,109.0,52.0,35.0,14.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,Leriga jordar (5-15 % ler),2018,2018-06-04,Veckovis,61,0.0,0.0,0.0,1.84,2018-06-04,69.042,20.262,4.35,7.78,1.3,84.85,96.0,74.0,7.45,90.5,15.6,2.0,200.0,729.0,324.0,167.0,84.0,60.0,24.0
SÖ Skåne,Skåne län,6152000,454000,Höstvete,Praktik,Leriga jordar (5-15 % ler),2018,2018-06-11,Veckovis,71,2.0,2.0,2.0,0.2,2018-06-11,69.042,20.262,3.38,6.7,-0.25,88.25,97.0,75.25,4.2,96.0,14.98,4.5,300.0,793.0,339.0,170.0,84.0,60.0,24.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-04-18,Veckovis,23,30.0,0.0,30.0,,2016-04-18,69.042,20.262,-4.78,1.07,-10.4,79.28,94.0,62.5,4.42,62.75,13.0,1.7,100.0,72.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-04-18,Veckovis,23,40.0,0.0,40.0,,2016-04-18,69.042,20.262,-4.78,1.07,-10.4,79.28,94.0,62.5,4.42,62.75,13.0,1.7,100.0,72.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-04-25,Veckovis,23,32.0,0.0,32.0,0.0,2016-04-25,69.042,20.262,-3.85,1.95,-9.62,78.88,91.5,64.0,4.28,71.0,13.38,0.5,0.0,72.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-04-25,Veckovis,23,34.0,0.0,34.0,0.0,2016-04-25,69.042,20.262,-3.85,1.95,-9.62,78.88,91.5,64.0,4.28,71.0,13.38,0.5,0.0,72.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-05-02,Veckovis,30,30.0,0.0,30.0,0.0,2016-05-02,69.042,20.262,3.77,10.12,-2.42,74.45,94.0,56.25,4.82,63.0,16.77,0.7,0.0,153.0,38.0,12.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-05-02,Veckovis,30,32.0,0.0,32.0,0.0,2016-05-02,69.042,20.262,3.77,10.12,-2.42,74.45,94.0,56.25,4.82,63.0,16.77,0.7,0.0,153.0,38.0,12.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-05-09,Veckovis,31,14.0,0.0,14.0,0.0,2016-05-09,69.042,20.262,3.62,8.15,-0.57,74.58,89.75,62.0,4.77,85.25,12.72,3.2,0.0,265.0,83.0,27.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-05-09,Veckovis,31,16.0,0.0,16.0,0.0,2016-05-09,69.042,20.262,3.62,8.15,-0.57,74.58,89.75,62.0,4.77,85.25,12.72,3.2,0.0,265.0,83.0,27.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-05-16,Veckovis,32,2.0,0.0,2.0,0.0,2016-05-16,69.042,20.262,1.27,6.5,-3.9,69.22,86.5,52.0,4.4,76.5,17.5,0.7,0.0,327.0,96.0,28.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-05-16,Veckovis,32,4.0,0.0,4.0,0.0,2016-05-16,69.042,20.262,1.27,6.5,-3.9,69.22,86.5,52.0,4.4,76.5,17.5,0.7,0.0,327.0,96.0,28.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-05-23,Veckovis,37,4.0,0.0,4.0,0.0,2016-05-23,69.042,20.262,5.62,11.1,1.02,68.03,88.75,48.5,4.68,77.0,19.18,5.8,0.0,411.0,129.0,42.0,9.0,2.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-05-23,Veckovis,37,2.0,0.0,2.0,0.0,2016-05-23,69.042,20.262,5.62,11.1,1.02,68.03,88.75,48.5,4.68,77.0,19.18,5.8,0.0,411.0,129.0,42.0,9.0,2.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-05-30,Veckovis,43,0.0,0.0,0.0,0.08,2016-05-30,69.042,20.262,10.25,17.32,2.4,57.98,80.5,41.5,3.45,63.5,23.2,3.1,0.0,617.0,250.0,120.0,52.0,36.0,16.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-05-30,Veckovis,45,0.0,0.0,0.0,0.12,2016-05-30,69.042,20.262,10.25,17.32,2.4,57.98,80.5,41.5,3.45,63.5,23.2,3.1,0.0,617.0,250.0,120.0,52.0,36.0,16.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-06-06,Veckovis,55,0.0,0.0,0.0,0.48,2016-06-06,69.042,20.262,2.02,7.63,-1.6,79.47,95.5,63.0,7.02,91.75,15.08,0.7,0.0,812.0,374.0,205.0,108.0,80.0,40.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-06-06,Veckovis,59,0.0,2.0,0.0,0.32,2016-06-06,69.042,20.262,2.02,7.63,-1.6,79.47,95.5,63.0,7.02,91.75,15.08,0.7,0.0,812.0,374.0,205.0,108.0,80.0,40.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-06-13,Veckovis,65,0.0,0.0,0.0,0.8,2016-06-13,69.042,20.262,3.57,8.4,-1.0,76.92,92.5,61.5,1.97,78.25,20.42,4.1,100.0,899.0,396.0,211.0,108.0,80.0,40.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-06-13,Veckovis,65,0.0,4.0,0.0,1.4,2016-06-13,69.042,20.262,3.57,8.4,-1.0,76.92,92.5,61.5,1.97,78.25,20.42,4.1,100.0,899.0,396.0,211.0,108.0,80.0,40.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-06-20,Veckovis,69,0.0,2.0,0.0,1.4,2016-06-20,69.042,20.262,4.8,7.75,2.6,95.42,99.75,90.5,2.75,98.5,14.25,21.6,400.0,1034.0,450.0,231.0,112.0,80.0,40.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-06-20,Veckovis,69,4.0,4.0,4.0,1.8,2016-06-20,69.042,20.262,4.8,7.75,2.6,95.42,99.75,90.5,2.75,98.5,14.25,21.6,400.0,1034.0,450.0,231.0,112.0,80.0,40.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-06-27,Veckovis,73,0.0,2.0,0.0,0.28,2016-06-27,69.042,20.262,9.62,15.8,4.6,74.8,93.5,57.0,3.55,76.5,20.85,1.9,0.0,1251.0,579.0,310.0,155.0,109.0,51.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-06-27,Veckovis,73,4.0,6.0,4.0,0.2,2016-06-27,69.042,20.262,9.62,15.8,4.6,74.8,93.5,57.0,3.55,76.5,20.85,1.9,0.0,1251.0,579.0,310.0,155.0,109.0,51.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Lättlera (15-25 % ler),2016,2016-07-04,Veckovis,77,4.0,2.0,4.0,0.0,2016-07-04,69.042,20.262,12.5,16.98,8.2,77.9,95.5,56.0,5.32,86.5,16.9,3.5,0.0,1604.0,841.0,513.0,298.0,225.0,118.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2016,2016-07-04,Veckovis,77,8.0,6.0,8.0,0.0,2016-07-04,69.042,20.262,12.5,16.98,8.2,77.9,95.5,56.0,5.32,86.5,16.9,3.5,0.0,1604.0,841.0,513.0,298.0,225.0,118.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-04-17,Veckovis,23,10.0,0.0,10.0,0.0,2017-04-17,69.042,20.262,-7.85,-1.4,-13.32,75.22,88.25,58.0,2.37,60.75,12.08,0.1,0.0,56.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-04-17,Veckovis,30,10.0,0.0,10.0,0.0,2017-04-17,69.042,20.262,-7.85,-1.4,-13.32,75.22,88.25,58.0,2.37,60.75,12.08,0.1,0.0,56.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-04-24,Veckovis,23,10.0,0.0,10.0,0.0,2017-04-24,69.042,20.262,-5.55,0.1,-11.28,79.28,90.25,64.0,4.2,70.25,12.75,2.1,0.0,60.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-04-24,Veckovis,30,12.0,0.0,12.0,0.0,2017-04-24,69.042,20.262,-5.55,0.1,-11.28,79.28,90.25,64.0,4.2,70.25,12.75,2.1,0.0,60.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-05-01,Veckovis,30,10.0,0.0,10.0,0.0,2017-05-01,69.042,20.262,-4.0,2.42,-10.68,73.0,92.0,55.75,4.97,56.0,18.32,10.5,0.0,60.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-05-01,Veckovis,31,10.0,0.0,10.0,0.0,2017-05-01,69.042,20.262,-4.0,2.42,-10.68,73.0,92.0,55.75,4.97,56.0,18.32,10.5,0.0,60.0,4.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-05-08,Veckovis,30,10.0,0.0,10.0,0.0,2017-05-08,69.042,20.262,-2.97,0.65,-5.43,81.3,90.75,68.75,7.45,84.5,12.8,1.1,0.0,88.0,8.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-05-08,Veckovis,31,10.0,0.0,10.0,0.0,2017-05-08,69.042,20.262,-2.97,0.65,-5.43,81.3,90.75,68.75,7.45,84.5,12.8,1.1,0.0,88.0,8.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-05-15,Veckovis,31,8.0,0.0,8.0,0.0,2017-05-15,69.042,20.262,-2.57,2.75,-7.43,73.77,93.25,56.75,5.02,52.5,22.1,0.5,0.0,89.0,8.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-05-15,Veckovis,32,0.0,0.0,0.0,0.0,2017-05-15,69.042,20.262,-2.57,2.75,-7.43,73.77,93.25,56.75,5.02,52.5,22.1,0.5,0.0,89.0,8.0,0.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-05-22,Veckovis,32,0.0,0.0,0.0,0.0,2017-05-22,69.042,20.262,2.9,7.57,-0.88,81.8,92.5,68.75,5.1,88.0,13.42,0.2,0.0,165.0,34.0,8.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-05-22,Veckovis,32,0.0,0.0,0.0,0.0,2017-05-22,69.042,20.262,2.9,7.57,-0.88,81.8,92.5,68.75,5.1,88.0,13.42,0.2,0.0,165.0,34.0,8.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-05-29,Veckovis,37,0.0,0.0,0.0,0.0,2017-05-29,69.042,20.262,-0.2,4.05,-3.4,75.42,89.75,60.25,4.67,78.75,19.25,5.6,0.0,214.0,44.0,8.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-05-29,Veckovis,37,0.0,0.0,0.0,0.0,2017-05-29,69.042,20.262,-0.2,4.05,-3.4,75.42,89.75,60.25,4.67,78.75,19.25,5.6,0.0,214.0,44.0,8.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-06-05,Veckovis,45,0.0,0.0,0.0,0.0,2017-06-05,69.042,20.262,1.6,5.72,-3.28,80.28,93.25,68.75,3.62,71.5,20.5,5.1,0.0,245.0,48.0,9.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-06-05,Veckovis,47,0.0,0.0,0.0,0.0,2017-06-05,69.042,20.262,1.6,5.72,-3.28,80.28,93.25,68.75,3.62,71.5,20.5,5.1,0.0,245.0,48.0,9.0,0.0,0.0,0.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-06-12,Veckovis,57,2.0,0.0,2.0,0.0,2017-06-12,69.042,20.262,8.65,13.72,2.35,71.52,85.0,56.0,3.57,35.75,30.78,0.0,0.0,455.0,174.0,96.0,56.0,41.0,19.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-06-12,Veckovis,59,8.0,4.0,8.0,0.0,2017-06-12,69.042,20.262,8.65,13.72,2.35,71.52,85.0,56.0,3.57,35.75,30.78,0.0,0.0,455.0,174.0,96.0,56.0,41.0,19.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-06-19,Veckovis,65,4.0,0.0,4.0,0.16,2017-06-19,69.042,20.262,5.73,9.35,3.15,88.1,98.5,78.5,2.3,88.75,17.92,3.7,300.0,651.0,283.0,154.0,84.0,60.0,24.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Hereford,Lättlera (15-25 % ler),2017,2017-06-19,Veckovis,65,10.0,6.0,10.0,0.12,2017-06-19,69.042,20.262,5.73,9.35,3.15,88.1,98.5,78.5,2.3,88.75,17.92,3.7,300.0,651.0,283.0,154.0,84.0,60.0,24.0
SÖ Skåne,Skåne län,6154000,436000,Höstvete,Brons,Sandjord (<5 % ler),2017,2017-06-26,Veckovis,71,6.0,0.0,6.0,1.6,2017-06-26,69.042,20.262,5.4,10.28,1.6,89.0,98.0,78.25,3.55,82.75,18.55,9.5,200.0,789.0,341.0,177.0,91.0,63.0,24.0
